Curso,Unidade Curricular,Turno,Turma,Inscritos no turno,Dia da semana,Hora início da aula
PIUDHIST,Seminário de Projecto I (Piudhist),SP-I_(Piudhist)S01,DHMCMG1,0,Seg,18:00:00
